,count,log_count,grid_count,log_grid,FRDBI_count,log_FRDBI_count,FRDBI_grid,log_FRDBI_grid,logit_grid,logit_FRDB_grid,,
Lycoperdon atropurpureum,1,0,1,0,10,1,9,0.954242509,-2.787460475,-2.442131218,,
Lycoperdon caudatum,3,0.477121255,3,0.477121255,17,1.230448921,10,1,-2.308919956,-2.396199347,,
Lycoperdon decipiens,21,1.322219295,11,1.041392685,6,0.77815125,5,0.698970004,-1.738924627,-2.698100546,,
Lycoperdon echinatum,21,1.322219295,13,1.113943352,528,2.722633923,241,2.382017043,-1.66493112,-0.971899188,,
Lycoperdon excipuliforme,77,1.886490725,47,1.672097858,2135,3.329397879,771,2.887054378,-1.081485201,-0.350740615,,
Lycoperdon lividum,41,1.612783857,24,1.380211242,676,2.829946696,343,2.53529412,-1.39064077,-0.798556025,,
Lycoperdon mammiforme,8,0.903089987,6,0.77815125,81,1.908485019,49,1.69019608,-2.005752329,-1.699147231,,
Lycoperdon molle,122,2.086359831,60,1.77815125,537,2.729974286,293,2.46686762,-0.965358514,-0.876934713,,
Lycoperdon nigrescens,63,1.799340549,33,1.51851394,3177,3.502017215,1045,3.01911629,-1.245662193,-0.143746703,,
Lycoperdon perlatum,484,2.684845362,107,2.029383778,7662,3.884342148,1391,3.14332713,-0.675624182,0.098395584,,
Lycoperdon pratense,114,2.056904851,57,1.755874856,2085,3.319106059,842,2.925312091,-0.98998034,-0.294272435,,
Lycoperdon pyriforme,226,2.354108439,81,1.908485019,7207,3.857754522,1301,3.114277297,-0.81824219,0.035458113,,
Lycoperdon umbrinum,8,0.903089987,8,0.903089987,125,2.096910013,69,1.838849091,-1.879382637,-1.546935868,,
Lycoperdon utriforme,29,1.462397998,25,1.397940009,1062,3.026124517,504,2.702430536,-1.372175286,-0.597730001,,
Lyophyllum connatum,35,1.544068044,26,1.414973348,797,2.901458321,304,2.482873584,-1.354403978,-0.858758752,,
Lyophyllum decastes,25,1.397940009,20,1.301029996,1435,3.156851901,493,2.692846919,-1.472756449,-0.609700453,,
Lyophyllum eustygium,1,0,1,0,45,1.653212514,19,1.278753601,-2.787460475,-2.115873163,,
Lyophyllum fumosum,5,0.698970004,4,0.602059991,106,2.025305865,55,1.740362689,-2.183269844,-1.647916174,,
Lyophyllum gangraenosum,1,0,1,0,137,2.136720567,69,1.838849091,-2.787460475,-1.546935868,,
Lyophyllum konradianum,1,0,1,0,9,0.954242509,6,0.77815125,-2.787460475,-2.618745199,,
Lyophyllum semitale,1,0,1,0,20,1.301029996,13,1.113943352,-2.787460475,-2.281732433,,
Macrocystidia cucumis,41,1.612783857,31,1.491361694,732,2.864511081,307,2.487138375,-1.274306861,-0.853900256,,
Macrolepiota excoriata,17,1.230448921,13,1.113943352,169,2.227886705,84,1.924279286,-1.66493112,-1.458817644,,
Macrolepiota fuliginosa,25,1.397940009,19,1.278753601,28,1.447158031,18,1.255272505,-1.495763365,-2.139529272,,
Macrolepiota konradii,14,1.146128036,11,1.041392685,367,2.564666064,173,2.238046103,-1.738924627,-1.12875028,,
Macrolepiota mastoidea,13,1.113943352,6,0.77815125,610,2.785329835,214,2.330413773,-2.005752329,-1.028662453,,
Macrolepiota procera var. procera,33,1.51851394,25,1.397940009,2269,3.355834496,616,2.789580712,-1.372175286,-0.485500186,,
Macrotyphula fistulosa var. contorta,8,0.903089987,7,0.84509804,186,2.269512944,119,2.075546961,-1.938090651,-1.301212434,,
Macrotyphula fistulosa var. fistulosa,14,1.146128036,11,1.041392685,622,2.793790385,293,2.46686762,-1.738924627,-0.876934713,,
Macrotyphula juncea,9,0.954242509,8,0.903089987,371,2.56937391,198,2.29666519,-1.879382637,-1.065440129,,
Marasmiellus candidus,7,0.84509804,7,0.84509804,94,1.973127854,49,1.69019608,-1.938090651,-1.699147231,,
Marasmiellus ramealis,224,2.350248018,68,1.832508913,3286,3.516667559,762,2.881954971,-0.90468373,-0.358094801,,
Marasmiellus tricolor,4,0.602059991,4,0.602059991,56,1.748188027,28,1.447158031,-2.183269844,-1.945890435,,
Marasmiellus vaillantii,6,0.77815125,4,0.602059991,472,2.673941999,253,2.403120521,-2.183269844,-0.948482551,,
Marasmius alliaceus,8,0.903089987,8,0.903089987,79,1.897627091,32,1.505149978,-1.879382637,-1.887195177,,
Marasmius cohaerens,47,1.672097858,34,1.531478917,292,2.465382851,138,2.139879086,-1.231949077,-1.233400807,,
Marasmius curreyi,1,0,1,0,226,2.354108439,121,2.08278537,-2.787460475,-1.293609072,,
Marasmius epiphylloides,2,0.301029996,2,0.301029996,181,2.257678575,96,1.982271233,-2.485721426,-1.39866323,,
Marasmius epiphyllus,49,1.69019608,28,1.447158031,1042,3.017867719,415,2.618048097,-1.320739585,-0.701057963,,
Marasmius hudsonii,2,0.301029996,1,0,158,2.198657087,67,1.826074803,-2.787460475,-1.560067306,,
Marasmius oreades,132,2.120573931,53,1.72427587,3492,3.543074235,913,2.960470778,-1.024686992,-0.240106149,,
Marasmius rotula,64,1.806179974,44,1.643452676,3220,3.507855872,852,2.930439595,-1.112422179,-0.286517613,,
Marasmius saccharinus,1,0,1,0,4,0.602059991,4,0.602059991,-2.787460475,-2.79518459,,
Marasmius setosus,3,0.477121255,2,0.301029996,497,2.696356389,244,2.387389826,-2.485721426,-0.965949269,,
Marasmius torquescens,10,1,6,0.77815125,205,2.311753861,104,2.017033339,-2.005752329,-1.362453474,,
Marasmius wynneae,36,1.556302501,25,1.397940009,601,2.778874472,244,2.387389826,-1.372175286,-0.965949269,,
Mariannaea elegans,4,0.602059991,4,0.602059991,38,1.579783597,14,1.146128036,-2.183269844,-2.249373089,,
Marssonina betulae,1,0,1,0,6,0.77815125,4,0.602059991,-2.787460475,-2.79518459,,
Megacollybia platyphylla,177,2.247973266,68,1.832508913,2388,3.378034322,610,2.785329835,-0.90468373,-0.491131969,,
Megalocystidium leucoxanthum,2,0.301029996,2,0.301029996,42,1.62324929,25,1.397940009,-2.485721426,-1.995635195,,
Megalocystidium luridum,1,0,1,0,57,1.755874856,32,1.505149978,-2.787460475,-1.887195177,,
Melampsora caprearum,37,1.568201724,10,1,771,2.887054378,391,2.592176757,-1.781036939,-0.731899822,,
Melampsora epitea,1,0,1,0,14,1.146128036,14,1.146128036,-2.787460475,-2.249373089,,
Melampsora epitea var. epitea,5,0.698970004,5,0.698970004,514,2.710963119,282,2.450249108,-2.085647288,-0.895712433,,
Melampsora euphorbiae,23,1.361727836,7,0.84509804,435,2.638489257,190,2.278753601,-1.938090651,-1.084858379,,
Melampsora hypericorum,10,1,6,0.77815125,393,2.59439255,181,2.257678575,-2.005752329,-1.107622174,,
Melampsora populnea,43,1.633468456,34,1.531478917,1138,3.056142262,417,2.620136055,-1.231949077,-0.698553215,,
Melampsorella symphyti,26,1.414973348,12,1.079181246,194,2.28780173,78,1.892094603,-1.700415245,-1.492079536,,
Melanogaster broomeanus,1,0,1,0,75,1.875061263,42,1.62324929,-2.787460475,-1.767332588,,
Melanoleuca brevipes,4,0.602059991,3,0.477121255,200,2.301029996,104,2.017033339,-2.308919956,-1.362453474,,
Melanoleuca cognata var. cognata,4,0.602059991,4,0.602059991,544,2.7355989,222,2.346352974,-2.183269844,-1.011200745,,
Melanoleuca grammopodia,15,1.176091259,11,1.041392685,260,2.414973348,127,2.103803721,-1.738924627,-1.271494017,,
Melanoleuca humilis,2,0.301029996,1,0,44,1.643452676,23,1.361727836,-2.787460475,-2.032198171,,
Melanoleuca melaleuca,159,2.201397124,68,1.832508913,1264,3.101747074,438,2.641474111,-0.90468373,-0.67281455,,
Melanoleuca nivea,5,0.698970004,4,0.602059991,19,1.278753601,14,1.146128036,-2.183269844,-2.249373089,,
Melanoleuca polioleuca,55,1.740362689,30,1.477121255,1298,3.113274692,444,2.64738297,-1.289291592,-0.66564014,,
Melanoleuca strictipes,2,0.301029996,2,0.301029996,53,1.72427587,33,1.51851394,-2.485721426,-1.87365521,,
Melanomma pulvis-pyrius,27,1.431363764,18,1.255272505,769,2.88592634,346,2.539076099,-1.519973755,-0.7941696,,
Melanophyllum eyrei,12,1.079181246,3,0.477121255,85,1.929418926,35,1.544068044,-2.308919956,-1.847748879,,
Melanophyllum haematospermum,12,1.079181246,5,0.698970004,264,2.421603927,139,2.1430148,-2.085647288,-1.230081187,,
Melanopsamma pomiformis,4,0.602059991,4,0.602059991,23,1.361727836,19,1.278753601,-2.183269844,-2.115873163,,
Melanospora caprina,1,0,1,0,19,1.278753601,12,1.079181246,-2.787460475,-2.31666913,,
Melanotus horizontalis,1,0,1,0,393,2.59439255,205,2.311753861,-2.787460475,-1.049028829,,
Melastiza cornubiensis,5,0.698970004,3,0.477121255,429,2.632457292,234,2.369215857,-2.308919956,-0.986044048,,
Melomastia mastoidea,2,0.301029996,2,0.301029996,26,1.414973348,17,1.230448921,-2.485721426,-2.164527798,,
Mensularia radiata,11,1.041392685,8,0.903089987,1350,3.130333768,552,2.741939078,-1.879382637,-0.547649875,,
Meottomyces dissimulans,29,1.462397998,11,1.041392685,149,2.173186268,64,1.806179974,-1.738924627,-1.58049731,,
Meriderma cribrariodes,1,0,1,0,3,0.477121255,3,0.477121255,-2.787460475,-2.920297288,,
Meripilus giganteus,125,2.096910013,58,1.763427994,2224,3.347134783,604,2.781036939,-0.981646798,-0.496801394,,
Merismodes anomala,1,0,1,0,358,2.553883027,184,2.264817823,-2.787460475,-1.099920732,,
Merismodes fasciculata,1,0,1,0,77,1.886490725,48,1.681241237,-2.787460475,-1.708279228,,
Metasphaeria complanata,5,0.698970004,3,0.477121255,82,1.913813852,38,1.579783597,-2.308919956,-1.811504452,,
Microbotryum violaceum,1,0,1,0,111,2.045322979,70,1.84509804,-2.787460475,-1.540508234,,
Microdochium panattonianum,2,0.301029996,1,0,8,0.903089987,8,0.903089987,-2.787460475,-2.493458051,,
Microglossum olivaceum,3,0.477121255,3,0.477121255,355,2.550228353,104,2.017033339,-2.308919956,-1.362453474,,
Microglossum viride,1,0,1,0,153,2.184691431,78,1.892094603,-2.787460475,-1.492079536,,
Micropodia pteridina,1,0,1,0,422,2.625312451,227,2.356025857,-2.787460475,-1.000573579,,
Microsphaeropsis concentrica,2,0.301029996,1,0,19,1.278753601,16,1.204119983,-2.787460475,-2.191031609,,
Microsphaeropsis hellebori,5,0.698970004,2,0.301029996,22,1.342422681,12,1.079181246,-2.485721426,-2.31666913,,
Microsphaeropsis olivacea,1,0,1,0,57,1.755874856,19,1.278753601,-2.787460475,-2.115873163,,
Microthyrium ciliatum var. ciliatum,1,0,1,0,179,2.252853031,116,2.064457989,-2.787460475,-1.312848262,,
Microthyrium lauri,2,0.301029996,1,0,40,1.602059991,30,1.477121255,-2.787460475,-1.915575699,,
Microthyrium microscopicum,2,0.301029996,2,0.301029996,233,2.367355921,108,2.033423755,-2.485721426,-1.34533742,,
Mitrophora gigas,1,0,1,0,4,0.602059991,3,0.477121255,-2.787460475,-2.920297288,,
Mitrophora semilibera,4,0.602059991,4,0.602059991,678,2.831229694,221,2.344392274,-2.183269844,-1.013352051,,
Mitrula paludosa,9,0.954242509,7,0.84509804,569,2.755112266,246,2.390935107,-1.938090651,-0.962018805,,
Miyagia pseudosphaeria,4,0.602059991,3,0.477121255,449,2.652246341,187,2.271841607,-2.308919956,-1.092334026,,
Mollisia aquosa,5,0.698970004,5,0.698970004,46,1.662757832,31,1.491361694,-2.085647288,-1.901159396,,
Mollisia caespiticia,4,0.602059991,4,0.602059991,46,1.662757832,32,1.505149978,-2.183269844,-1.887195177,,
Mollisia cinerascens,1,0,1,0,5,0.698970004,3,0.477121255,-2.787460475,-2.920297288,,
Mollisia cinerea,101,2.004321374,49,1.69019608,2726,3.435525851,814,2.910624405,-1.061852368,-0.316233165,,
Mollisia cinerella,1,0,1,0,259,2.413299764,114,2.056904851,-2.787460475,-1.320765588,,
Mollisia clavata,4,0.602059991,3,0.477121255,304,2.482873584,140,2.146128036,-2.308919956,-1.226783967,,
Mollisia discolor var. longispora,3,0.477121255,3,0.477121255,193,2.285557309,72,1.857332496,-2.308919956,-1.527916186,,
Mollisia fallax,1,0,1,0,81,1.908485019,43,1.633468456,-2.787460475,-1.756936701,,
Mollisia ligni,3,0.477121255,2,0.301029996,560,2.748188027,263,2.419955748,-2.485721426,-0.929710236,,
Mollisia melaleuca,1,0,1,0,620,2.792391689,286,2.456366033,-2.787460475,-0.888811583,,
Mollisia salicis,1,0,1,0,3,0.477121255,2,0.301029996,-2.787460475,-3.096562438,,
Monacrosporium subtile,1,0,1,0,9,0.954242509,6,0.77815125,-2.787460475,-2.618745199,,
Monilinia fructigena,8,0.903089987,6,0.77815125,127,2.103803721,63,1.799340549,-2.005752329,-1.58751498,,
Monilinia laxa,1,0,1,0,50,1.698970004,21,1.322219295,-2.787460475,-2.072057232,,
Morchella elata,5,0.698970004,5,0.698970004,153,2.184691431,79,1.897627091,-2.085647288,-1.486367698,,
Morchella esculenta,45,1.653212514,21,1.322219295,579,2.762678564,224,2.350248018,-1.450835399,-1.006924239,,
Morchella vulgaris,9,0.954242509,9,0.954242509,110,2.041392685,58,1.763427994,-1.827512865,-1.624317666,,
Morenoina fimbriata,1,0,1,0,11,1.041392685,8,0.903089987,-2.787460475,-2.493458051,,
Mortierella reticulata,1,0,1,0,3,0.477121255,3,0.477121255,-2.787460475,-2.920297288,,
Mucor genevensis,3,0.477121255,3,0.477121255,16,1.204119983,16,1.204119983,-2.308919956,-2.191031609,,
Mucor mucedo,26,1.414973348,12,1.079181246,94,1.973127854,46,1.662757832,-1.700415245,-1.727116727,,
Mucor racemosus f. racemosus,1,0,1,0,73,1.86332286,17,1.230448921,-2.787460475,-2.164527798,,
Mucronella calva,3,0.477121255,3,0.477121255,179,2.252853031,85,1.929418926,-2.308919956,-1.453498209,,
Mutinus caninus,75,1.875061263,43,1.633468456,2048,3.311329952,690,2.838849091,-1.123167653,-0.418829484,,
Mycena acicula,33,1.51851394,22,1.342422681,1454,3.162564407,557,2.745855195,-1.429899026,-0.542617605,,
Mycena adonis var. adonis,9,0.954242509,7,0.84509804,280,2.447158031,131,2.117271296,-1.938090651,-1.257293765,,
Mycena adonis var. coccinea,1,0,1,0,31,1.491361694,15,1.176091259,-2.787460475,-2.219235134,,
Mycena aetites,74,1.86923172,39,1.591064607,1191,3.075911761,463,2.665580991,-1.168603238,-0.643410038,,
Mycena alba,16,1.204119983,14,1.146128036,65,1.812913357,43,1.633468456,-1.632023215,-1.756936701,,
Mycena alcalina,40,1.602059991,14,1.146128036,1033,3.014100322,407,2.609594409,-1.632023215,-0.711174819,,
Mycena amicta,11,1.041392685,10,1,483,2.683947131,268,2.428134794,-1.781036939,-0.920559396,,
Mycena ammoniaca,4,0.602059991,1,0,13,1.113943352,9,0.954242509,-2.787460475,-2.442131218,,
Mycena arcangeliana,35,1.544068044,27,1.431363764,2793,3.446070936,708,2.850033258,-1.337274337,-0.403304748,,
Mycena atropapillata,1,0,1,0,7,0.84509804,5,0.698970004,-2.787460475,-2.698100546,,
Mycena aurantiomarginata,2,0.301029996,2,0.301029996,27,1.431363764,22,1.342422681,-2.485721426,-2.051678621,,
Mycena capillaripes,8,0.903089987,7,0.84509804,422,2.625312451,180,2.255272505,-1.938090651,-1.11021548,,
Mycena capillaris,114,2.056904851,49,1.69019608,742,2.870403905,341,2.532754379,-1.061852368,-0.801498263,,
Mycena chlorantha,10,1,5,0.698970004,108,2.033423755,50,1.698970004,-2.085647288,-1.69019608,,
Mycena cinerella,15,1.176091259,13,1.113943352,692,2.840106094,296,2.471291711,-1.66493112,-0.871919879,,
Mycena citrinomarginata,6,0.77815125,5,0.698970004,94,1.973127854,48,1.681241237,-2.085647288,-1.708279228,,
Mycena clavicularis,1,0,1,0,145,2.161368002,78,1.892094603,-2.787460475,-1.492079536,,
Mycena clavularis,59,1.770852012,37,1.568201724,183,2.26245109,116,2.064457989,-1.192974089,-1.312848262,,
Mycena concolor,1,0,1,0,11,1.041392685,7,0.84509804,-2.787460475,-2.551624238,,
Mycena crocata,7,0.84509804,3,0.477121255,638,2.804820679,153,2.184691431,-2.308919956,-1.185821659,,
Mycena epipterygia,107,2.029383778,46,1.662757832,2806,3.448087667,890,2.949390007,-1.091590504,-0.257435869,,
Mycena epipterygia var. pelliculosa,1,0,1,0,54,1.73239376,29,1.462397998,-2.787460475,-1.930474748,,
Mycena erubescens,19,1.278753601,17,1.230448921,71,1.851258349,42,1.62324929,-1.54552541,-1.767332588,,
Mycena fagetorum,1,0,1,0,18,1.255272505,12,1.079181246,-2.787460475,-2.31666913,,
Mycena filopes,73,1.86332286,46,1.662757832,2566,3.409256652,858,2.933487288,-1.091590504,-0.281885865,,
Mycena flavescens,3,0.477121255,3,0.477121255,254,2.404833717,149,2.173186268,-2.308919956,-1.198066361,,
Mycena flavoalba,12,1.079181246,7,0.84509804,1610,3.206825876,582,2.764922985,-1.938090651,-0.517925618,,
Mycena galericulata,289,2.460897843,104,2.017033339,9585,3.981592117,1345,3.128722284,-0.690536837,0.0661403,,
Mycena galopus var. candida,20,1.301029996,13,1.113943352,728,2.862131379,337,2.527629901,-1.66493112,-0.807426619,,
Mycena galopus var. galopus,148,2.170261715,69,1.838849091,5946,3.774224905,1127,3.051923916,-0.897547412,-0.085746621,,
Mycena galopus var. nigra,223,2.348304863,68,1.832508913,1375,3.138302698,517,2.713490543,-0.90468373,-0.583832171,,
Mycena haematopus,148,2.170261715,69,1.838849091,2276,3.357172258,697,2.843232778,-0.897547412,-0.412762949,,
Mycena hiemalis,244,2.387389826,78,1.892094603,431,2.63447727,227,2.356025857,-0.837070187,-1.000573579,,
Mycena inclinata,239,2.378397901,77,1.886490725,3361,3.526468512,763,2.882524538,-0.843483561,-0.35727528,,
Mycena leptocephala,192,2.283301229,59,1.770852012,2756,3.440279213,863,2.936010796,-0.973440971,-0.278037884,,
Mycena luteoalba,45,1.653212514,29,1.462397998,5,0.698970004,4,0.602059991,-1.304757868,-2.79518459,,
Mycena maculata,2,0.301029996,2,0.301029996,109,2.037426498,60,1.77815125,-2.485721426,-1.609238576,,
Mycena metata,471,2.673020907,100,2,749,2.874481818,354,2.549003262,-0.710963119,-0.782626456,,
Mycena mucor,18,1.255272505,17,1.230448921,59,1.770852012,41,1.612783857,-1.54552541,-1.777974672,,
Mycena olida,153,2.184691431,61,1.785329835,797,2.901458321,312,2.494154594,-0.957395296,-0.845892724,,
Mycena olivaceomarginata,7,0.84509804,6,0.77815125,673,2.828015064,275,2.439332694,-2.005752329,-0.907997321,,
Mycena pearsoniana,7,0.84509804,4,0.602059991,103,2.012837225,54,1.73239376,-2.183269844,-1.656062693,,
Mycena pelianthina,171,2.23299611,53,1.72427587,1063,3.026533265,249,2.396199347,-1.024686992,-0.956176148,,
Mycena polyadelpha,73,1.86332286,41,1.612783857,272,2.434568904,134,2.127104798,-1.145370765,-1.246909942,,
Mycena polygramma,271,2.432969291,75,1.875061263,2683,3.428620673,735,2.866287339,-0.856527502,-0.380457371,,
Mycena pseudocorticola,9,0.954242509,9,0.954242509,256,2.408239965,147,2.167317335,-1.827512865,-1.204304592,,
Mycena pura,336,2.526339277,93,1.968482949,5456,3.736874362,1072,3.030194785,-0.748354775,-0.124533422,,
Mycena renati,1,0,1,0,9,0.954242509,5,0.698970004,-2.787460475,-2.698100546,,
Mycena rorida,34,1.531478917,23,1.361727836,604,2.781036939,318,2.50242712,-1.409859645,-0.836427626,,
Mycena rosea,189,2.276461804,54,1.73239376,1148,3.059941888,344,2.536558443,-1.015794267,-0.797090314,,
Mycena rosella,5,0.698970004,5,0.698970004,116,2.064457989,60,1.77815125,-2.085647288,-1.609238576,,
Mycena rubromarginata,7,0.84509804,7,0.84509804,164,2.214843848,97,1.986771734,-1.938090651,-1.393982037,,
Mycena sanguinolenta,16,1.204119983,11,1.041392685,2332,3.367728546,827,2.91750551,-1.738924627,-0.305990431,,
Mycena speirea,257,2.409933123,86,1.934498451,2022,3.305781151,633,2.80140371,-0.788135471,-0.469740608,,
Mycena stylobates,35,1.544068044,28,1.447158031,700,2.84509804,353,2.547774705,-1.320739585,-0.784057339,,
Mycena tenerrima,174,2.240549248,76,1.880813592,1957,3.291590826,557,2.745855195,-0.849968683,-0.542617605,,
Mycena vitilis,277,2.442479769,81,1.908485019,3313,3.520221436,816,2.911690159,-0.81824219,-0.314651928,,
Mycena vulgaris,8,0.903089987,7,0.84509804,144,2.158362492,86,1.934498451,-1.938090651,-1.448238815,,
Mycena zephirus,8,0.903089987,7,0.84509804,27,1.431363764,14,1.146128036,-1.938090651,-2.249373089,,
Mycenella bryophila,13,1.113943352,9,0.954242509,56,1.748188027,37,1.568201724,-1.827512865,-1.823262688,,
Mycetinis scorodonius,18,1.255272505,14,1.146128036,15,1.176091259,10,1,-1.632023215,-2.396199347,,
Mycoacia uda,4,0.602059991,3,0.477121255,824,2.915927212,392,2.593286067,-2.308919956,-0.73058454,,
Mycogone perniciosa,4,0.602059991,4,0.602059991,19,1.278753601,17,1.230448921,-2.183269844,-2.164527798,,
Mycogone rosea,4,0.602059991,3,0.477121255,35,1.544068044,23,1.361727836,-2.308919956,-2.032198171,,
Mycosphaerella brassicicola,1,0,1,0,38,1.579783597,10,1,-2.787460475,-2.396199347,,
Mycosphaerella brunneola,1,0,1,0,3,0.477121255,3,0.477121255,-2.787460475,-2.920297288,,
Mycosphaerella fagi,13,1.113943352,10,1,10,1,10,1,-1.781036939,-2.396199347,,
Mycosphaerella hedericola,67,1.826074803,24,1.380211242,29,1.462397998,13,1.113943352,-1.39064077,-2.281732433,,
Mycosphaerella latebrosa,10,1,8,0.903089987,34,1.531478917,19,1.278753601,-1.879382637,-2.115873163,,
Mycosphaerella plantaginis,11,1.041392685,10,1,13,1.113943352,10,1,-1.781036939,-2.396199347,,
Mycosphaerella podagrariae,2,0.301029996,1,0,79,1.897627091,53,1.72427587,-2.787460475,-1.6643581,,
Mycosphaerella punctiformis,6,0.77815125,3,0.477121255,385,2.58546073,137,2.136720567,-2.308919956,-1.236743154,,
Mycosphaerella rubi,139,2.1430148,62,1.792391689,50,1.698970004,38,1.579783597,-0.949547388,-1.811504452,,
Mycosphaerella superflua,9,0.954242509,8,0.903089987,155,2.190331698,97,1.986771734,-1.879382637,-1.393982037,,
Mycosphaerella tassiana,12,1.079181246,10,1,658,2.818225894,156,2.193124598,-1.781036939,-1.176833009,,
Mycosphaerella ulmi,4,0.602059991,4,0.602059991,69,1.838849091,49,1.69019608,-2.183269844,-1.699147231,,
Myxomphalia maura,12,1.079181246,11,1.041392685,141,2.149219113,70,1.84509804,-1.738924627,-1.540508234,,
Naucoria amarescens,2,0.301029996,1,0,31,1.491361694,19,1.278753601,-2.787460475,-2.115873163,,
Naucoria escharioides,12,1.079181246,9,0.954242509,924,2.965671971,432,2.635483747,-1.827512865,-0.680066788,,
Naucoria luteolofibrillosa,1,0,1,0,71,1.851258349,37,1.568201724,-2.787460475,-1.823262688,,
Naucoria striatula,1,0,1,0,253,2.403120521,125,2.096910013,-2.787460475,-1.278753601,,
Naucoria subconspersa,6,0.77815125,5,0.698970004,253,2.403120521,115,2.06069784,-2.085647288,-1.316790543,,
Nectria aurantiaca,1,0,1,0,17,1.230448921,11,1.041392685,-2.787460475,-2.354632211,,
Nectria cinnabarina,261,2.416640507,98,1.991226076,6474,3.811172695,1109,3.044931546,-0.721423626,-0.098395584,,
Nectria coccinea,16,1.204119983,12,1.079181246,558,2.746634199,261,2.416640507,-1.700415245,-0.933413586,,
Nectria episphaeria,12,1.079181246,11,1.041392685,673,2.828015064,312,2.494154594,-1.738924627,-0.845892724,,
Nectria fuckeliana,1,0,1,0,99,1.995635195,39,1.591064607,-2.787460475,-1.800047007,,
Nectria inventa,2,0.301029996,2,0.301029996,63,1.799340549,26,1.414973348,-2.485721426,-1.978426347,,
Nectria leptosphaeriae,1,0,1,0,57,1.755874856,34,1.531478917,-2.787460475,-1.860514155,,
Nectria magnusiana,4,0.602059991,4,0.602059991,64,1.806179974,43,1.633468456,-2.183269844,-1.756936701,,
Nectria pallidula,2,0.301029996,2,0.301029996,24,1.380211242,13,1.113943352,-2.485721426,-2.281732433,,
Nectria peziza,1,0,1,0,225,2.352182518,122,2.086359831,-2.787460475,-1.28985202,,
Nectria pinea,1,0,1,0,35,1.544068044,17,1.230448921,-2.787460475,-2.164527798,,
Nectria pseudopeziza,1,0,1,0,52,1.716003344,36,1.556302501,-2.787460475,-1.835338203,,
Nectria sinopica,2,0.301029996,2,0.301029996,51,1.707570176,34,1.531478917,-2.485721426,-1.860514155,,
Nectria viridescens,2,0.301029996,2,0.301029996,53,1.72427587,15,1.176091259,-2.485721426,-2.219235134,,
Nectriopsis sporangiicola,6,0.77815125,6,0.77815125,102,2.008600172,52,1.716003344,-2.005752329,-1.67280807,,
Nemania confluens,3,0.477121255,3,0.477121255,239,2.378397901,139,2.1430148,-2.308919956,-1.230081187,,
Nemania serpens var. serpens,19,1.278753601,16,1.204119983,700,2.84509804,309,2.489958479,-1.572581201,-0.850683898,,
Neobulgaria pura  var. foliacea,1,0,1,0,68,1.832508913,40,1.602059991,-2.787460475,-1.788875116,,
Neobulgaria pura var. pura,88,1.944482672,37,1.568201724,1167,3.067070856,365,2.562292864,-1.192974089,-0.767105015,,
Neodasyscypha cerina,1,0,1,0,90,1.954242509,55,1.740362689,-2.787460475,-1.647916174,,
Neoerysiphe galeopsidis,25,1.397940009,11,1.041392685,772,2.8876173,381,2.580924976,-1.738924627,-0.745205981,,
Neoerysiphe galii,2,0.301029996,2,0.301029996,90,1.954242509,69,1.838849091,-2.485721426,-1.546935868,,
Neolentinus lepideus,4,0.602059991,3,0.477121255,90,1.954242509,56,1.748188027,-2.308919956,-1.639913175,,
Neomarssoniella juglandis,1,0,1,0,38,1.579783597,29,1.462397998,-2.787460475,-1.930474748,,
Neottiella rutilans,3,0.477121255,3,0.477121255,111,2.045322979,54,1.73239376,-2.308919956,-1.656062693,,
Nidularia deformis,1,0,1,0,69,1.838849091,49,1.69019608,-2.787460475,-1.699147231,,
Niptera ramincola,4,0.602059991,4,0.602059991,40,1.602059991,30,1.477121255,-2.183269844,-1.915575699,,
Nitschkia collapsa,1,0,1,0,47,1.672097858,27,1.431363764,-2.787460475,-1.961860352,,
Nitschkia confertula,2,0.301029996,2,0.301029996,49,1.69019608,32,1.505149978,-2.485721426,-1.887195177,,
Nitschkia cupularis,1,0,1,0,66,1.819543936,44,1.643452676,-2.787460475,-1.746775686,,
Nodulisporium gregarium,2,0.301029996,2,0.301029996,2,0.301029996,1,0,-2.485721426,-3.397766256,,
Nodulosphaeria cirsii,1,0,1,0,38,1.579783597,25,1.397940009,-2.787460475,-1.995635195,,
Oligonema flavidum,6,0.77815125,3,0.477121255,2,0.301029996,2,0.301029996,-2.308919956,-3.096562438,,
Omphalina demissa,1,0,1,0,4,0.602059991,2,0.301029996,-2.787460475,-3.096562438,,
Omphalina pseudoandrosacea,1,0,1,0,1,0,1,0,-2.787460475,-3.397766256,,
Omphalina pyxidata,10,1,10,1,204,2.309630167,114,2.056904851,-1.781036939,-1.320765588,,
Ophiobolus acuminatus,5,0.698970004,4,0.602059991,205,2.311753861,108,2.033423755,-2.183269844,-1.34533742,,
Ophiostoma ulmi,95,1.977723605,58,1.763427994,155,2.190331698,82,1.913813852,-0.981646798,-1.469642444,,
Ophiovalsa betulae,2,0.301029996,1,0,29,1.462397998,19,1.278753601,-2.787460475,-2.115873163,,
Orbilia auricolor,3,0.477121255,3,0.477121255,424,2.627365857,224,2.350248018,-2.308919956,-1.006924239,,
Orbilia curvatispora,2,0.301029996,1,0,148,2.170261715,89,1.949390007,-2.787460475,-1.432807204,,
Orbilia cyathea,1,0,1,0,36,1.556302501,20,1.301029996,-2.787460475,-2.093421685,,
